baseSlug,player,name_key,reason
nick_vanos,Nick Vanos,nick vanos,no_headshot_file
nick_weatherspoon,Nick Weatherspoon,nick weatherspoon,no_headshot_file
obinna_ekezie,Obinna Ekezie,obinna ekezie,no_headshot_file
odis_allison,Odis Allison,odis allison,no_headshot_file
oliver_robinson,Oliver Robinson,oliver robinson,no_headshot_file
ollie_johnson,Ollie Johnson,ollie johnson,no_headshot_file
ollie_mack,Ollie Mack,ollie mack,no_headshot_file
olumide_oyedeji,Olumide Oyedeji,olumide oyedeji,no_headshot_file
othell_wilson,Othell Wilson,othell wilson,no_headshot_file
othella_harrington,Othella Harrington,othella harrington,no_headshot_file
otto_moore,Otto Moore,otto moore,no_headshot_file
owen_wells,Owen Wells,owen wells,no_headshot_file
ozell_jones,Ozell Jones,ozell jones,no_headshot_file
p_tur_gu_mundsson,Pétur Guðmundsson,petur gumundsson,no_headshot_file
pace_mannion,Pace Mannion,pace mannion,no_headshot_file
pape_sow,Pape Sow,pape sow,no_headshot_file
paris_bass,Paris Bass,paris bass,no_headshot_file
pat_burke,Pat Burke,pat burke,no_headshot_file
pat_cummings,Pat Cummings,pat cummings,no_headshot_file
pat_durham,Pat Durham,pat durham,no_headshot_file
pat_riley,Pat Riley,pat riley,no_headshot_file
paul_davis,Paul Davis,paul davis,no_headshot_file
paul_dawkins,Paul Dawkins,paul dawkins,no_headshot_file
paul_graham,Paul Graham,paul graham,no_headshot_file
paul_griffin,Paul Griffin,paul griffin,no_headshot_file
paul_long,Paul Long,paul long,no_headshot_file
paul_mccracken,Paul McCracken,paul mccracken,no_headshot_file
paul_mcpherson,Paul McPherson,paul mcpherson,no_headshot_file
paul_ruffner,Paul Ruffner,paul ruffner,no_headshot_file
paul_silas,Paul Silas,paul silas,no_headshot_file
paul_thompson,Paul Thompson,paul thompson,no_headshot_file
payton_sandfort,Payton Sandfort,payton sandfort,no_headshot_file
pearl_washington,Pearl Washington,pearl washington,no_headshot_file
pepe_s_nchez,Pepe Sánchez,pepe sanchez,no_headshot_file
perry_moss,Perry Moss,perry moss,no_headshot_file
pervis_ellison,Pervis Ellison,pervis ellison,no_headshot_file
pete_chilcutt,Pete Chilcutt,pete chilcutt,no_headshot_file
pete_cross,Pete Cross,pete cross,no_headshot_file
pete_verhoeven,Pete Verhoeven,pete verhoeven,no_headshot_file
pete_williams,Pete Williams,pete williams,no_headshot_file
peter_thibeaux,Peter Thibeaux,peter thibeaux,no_headshot_file
phil_hankinson,Phil Hankinson,phil hankinson,no_headshot_file
phil_hicks,Phil Hicks,phil hicks,no_headshot_file
phil_lumpkin,Phil Lumpkin,phil lumpkin,no_headshot_file
phil_sellers,Phil Sellers,phil sellers,no_headshot_file
phil_walker,Phil Walker,phil walker,no_headshot_file
phillip_wheeler,Phillip Wheeler,phillip wheeler,no_headshot_file
popeye_jones,Popeye Jones,popeye jones,no_headshot_file
predrag_drobnjak,Predrag Drobnjak,predrag drobnjak,no_headshot_file
priest_lauderdale,Priest Lauderdale,priest lauderdale,no_headshot_file
quincy_douby,Quincy Douby,quincy douby,no_headshot_file
quincy_lewis,Quincy Lewis,quincy lewis,no_headshot_file
quintin_dailey,Quintin Dailey,quintin dailey,no_headshot_file
qyntel_woods,Qyntel Woods,qyntel woods,no_headshot_file
ra_l_l_pez,Raül López,raul lopez,no_headshot_file
rafael_addison,Rafael Addison,rafael addison,no_headshot_file
rafael_ara_jo,Rafael Araújo,rafael araujo,no_headshot_file
ralph_lewis,Ralph Lewis,ralph lewis,no_headshot_file
ralph_ogden,Ralph Ogden,ralph ogden,no_headshot_file
randolph_childress,Randolph Childress,randolph childress,no_headshot_file
randolph_keys,Randolph Keys,randolph keys,no_headshot_file
randolph_morris,Randolph Morris,randolph morris,no_headshot_file
randy_allen,Randy Allen,randy allen,no_headshot_file
randy_denton,Randy Denton,randy denton,no_headshot_file
randy_livingston,Randy Livingston,randy livingston,no_headshot_file
randy_white,Randy White,randy white,no_headshot_file
randy_woods,Randy Woods,randy woods,no_headshot_file
rashad_mccants,Rashad McCants,rashad mccants,no_headshot_file
rawle_marshall,Rawle Marshall,rawle marshall,no_headshot_file
ray_blume,Ray Blume,ray blume,no_headshot_file
ray_owes,Ray Owes,ray owes,no_headshot_file
ray_scott,Ray Scott,ray scott,no_headshot_file
ray_tolbert,Ray Tolbert,ray tolbert,no_headshot_file
ray_williams,Ray Williams,ray williams,no_headshot_file
raymond_townsend,Raymond Townsend,raymond townsend,no_headshot_file
reece_gaines,Reece Gaines,reece gaines,no_headshot_file
reggie_carter,Reggie Carter,reggie carter,no_headshot_file
reggie_geary,Reggie Geary,reggie geary,no_headshot_file
reggie_jordan,Reggie Jordan,reggie jordan,no_headshot_file
reggie_king,Reggie King,reggie king,no_headshot_file
reggie_slater,Reggie Slater,reggie slater,no_headshot_file
reggie_smith,Reggie Smith,reggie smith,no_headshot_file
rex_morgan,Rex Morgan,rex morgan,no_headshot_file
rex_walters,Rex Walters,rex walters,no_headshot_file
rich_johnson,Rich Johnson,rich johnson,no_headshot_file
rich_jones,Rich Jones,rich jones,no_headshot_file
rich_king,Rich King,rich king,no_headshot_file
rich_manning,Rich Manning,rich manning,no_headshot_file
rich_rinaldi,Rich Rinaldi,rich rinaldi,no_headshot_file
richard_anderson,Richard Anderson,richard anderson,no_headshot_file
richard_coffey,Richard Coffey,richard coffey,no_headshot_file
richard_washington,Richard Washington,richard washington,no_headshot_file
richie_frahm,Richie Frahm,richie frahm,no_headshot_file
rick_brunson,Rick Brunson,rick brunson,no_headshot_file
rick_calloway,Rick Calloway,rick calloway,no_headshot_file
rick_roberson,Rick Roberson,rick roberson,no_headshot_file
rick_robey,Rick Robey,rick robey,no_headshot_file
rick_wilson,Rick Wilson,rick wilson,no_headshot_file
rickey_brown,Rickey Brown,rickey brown,no_headshot_file
rickey_williams,Rickey Williams,rickey williams,no_headshot_file
ricky_berry,Ricky Berry,ricky berry,no_headshot_file
ricky_davis,Ricky Davis,ricky davis,no_headshot_file
ricky_marsh,Ricky Marsh,ricky marsh,no_headshot_file
ricky_sobers,Ricky Sobers,ricky sobers,no_headshot_file
rob_williams,Rob Williams,rob williams,no_headshot_file
robert_archibald,Robert Archibald,robert archibald,no_headshot_file
robert_smith,Robert Smith,robert smith,no_headshot_file
robert_swift,Robert Swift,robert swift,no_headshot_file
robert_werdann,Robert Werdann,robert werdann,no_headshot_file
robin_jones,Robin Jones,robin jones,no_headshot_file
rod_derline,Rod Derline,rod derline,no_headshot_file
rod_foster,Rod Foster,rod foster,no_headshot_file
rod_freeman,Rod Freeman,rod freeman,no_headshot_file
rod_higgins,Rod Higgins,rod higgins,no_headshot_file
rod_thorn,Rod Thorn,rod thorn,no_headshot_file
rodney_buford,Rodney Buford,rodney buford,no_headshot_file
rodney_white,Rodney White,rodney white,no_headshot_file
rodrick_rhodes,Rodrick Rhodes,rodrick rhodes,no_headshot_file
roger_brown,Roger Brown,roger brown,no_headshot_file
roger_phegley,Roger Phegley,roger phegley,no_headshot_file
roko_uki,Roko Ukić,roko ukic,no_headshot_file
ron_behagen,Ron Behagen,ron behagen,no_headshot_file
ron_cavenall,Ron Cavenall,ron cavenall,no_headshot_file
ron_davis,Ron Davis,ron davis,no_headshot_file
ron_grandison,Ron Grandison,ron grandison,no_headshot_file
ron_knight,Ron Knight,ron knight,no_headshot_file
ron_riley,Ron Riley,ron riley,no_headshot_file
ron_williams,Ron Williams,ron williams,no_headshot_file
ronnie_lester,Ronnie Lester,ronnie lester,no_headshot_file
rory_white,Rory White,rory white,no_headshot_file
rowland_garrett,Rowland Garrett,rowland garrett,no_headshot_file
roy_hamilton,Roy Hamilton,roy hamilton,no_headshot_file
roy_rogers,Roy Rogers,roy rogers,no_headshot_file
rub_n_wolkowyski,Rubén Wolkowyski,ruben wolkowyski,no_headshot_file
rudy_macklin,Rudy Macklin,rudy macklin,no_headshot_file
rudy_white,Rudy White,rudy white,no_headshot_file
russ_lee,Russ Lee,russ lee,no_headshot_file
russ_schoene,Russ Schoene,russ schoene,no_headshot_file
russell_cross,Russell Cross,russell cross,no_headshot_file
ryan_humphrey,Ryan Humphrey,ryan humphrey,no_headshot_file
ryan_lorthridge,Ryan Lorthridge,ryan lorthridge,no_headshot_file
ryan_stack,Ryan Stack,ryan stack,no_headshot_file
salim_stoudamire,Salim Stoudamire,salim stoudamire,no_headshot_file
sam_jacobson,Sam Jacobson,sam jacobson,no_headshot_file
sam_mack,Sam Mack,sam mack,no_headshot_file
sam_pellom,Sam Pellom,sam pellom,no_headshot_file
sam_smith,Sam Smith,sam smith,no_headshot_file
sam_williams,Sam Williams,sam williams,no_headshot_file
sam_worthen,Sam Worthen,sam worthen,no_headshot_file
sasha_danilovi,Sasha Danilović,sasha danilovic,no_headshot_file
scar_torres,Óscar Torres,oscar torres,no_headshot_file
scooter_mccray,Scooter McCray,scooter mccray,no_headshot_file
scott_brooks,Scott Brooks,scott brooks,no_headshot_file
scott_haffner,Scott Haffner,scott haffner,no_headshot_file
scott_hastings,Scott Hastings,scott hastings,no_headshot_file
scott_lloyd,Scott Lloyd,scott lloyd,no_headshot_file
scott_meents,Scott Meents,scott meents,no_headshot_file
scott_padgett,Scott Padgett,scott padgett,no_headshot_file
scott_roth,Scott Roth,scott roth,no_headshot_file
scotty_hopson,Scotty Hopson,scotty hopson,no_headshot_file
sean_green,Sean Green,sean green,no_headshot_file
sean_higgins,Sean Higgins,sean higgins,no_headshot_file
sean_lampley,Sean Lampley,sean lampley,no_headshot_file
sean_may,Sean May,sean may,no_headshot_file
sean_pedulla,Sean Pedulla,sean pedulla,no_headshot_file
sean_singletary,Sean Singletary,sean singletary,no_headshot_file
sedric_toney,Sedric Toney,sedric toney,no_headshot_file
shaler_halimon,Shaler Halimon,shaler halimon,no_headshot_file
shandon_anderson,Shandon Anderson,shandon anderson,no_headshot_file
shane_heal,Shane Heal,shane heal,no_headshot_file
shawn_respert,Shawn Respert,shawn respert,no_headshot_file
shawnelle_scott,Shawnelle Scott,shawnelle scott,no_headshot_file
shelton_jones,Shelton Jones,shelton jones,no_headshot_file
sidney_lowe,Sidney Lowe,sidney lowe,no_headshot_file
sly_williams,Sly Williams,sly williams,no_headshot_file
soumaila_samake,Soumaila Samake,soumaila samake,no_headshot_file
stacey_king,Stacey King,stacey king,no_headshot_file
stan_love,Stan Love,stan love,no_headshot_file
stan_mckenzie,Stan McKenzie,stan mckenzie,no_headshot_file
stan_pietkiewicz,Stan Pietkiewicz,stan pietkiewicz,no_headshot_file
stephen_howard,Stephen Howard,stephen howard,no_headshot_file
steve_alford,Steve Alford,steve alford,no_headshot_file
steve_bardo,Steve Bardo,steve bardo,no_headshot_file
steve_bracey,Steve Bracey,steve bracey,no_headshot_file
steve_burtt,Steve Burtt,steve burtt,no_headshot_file
steve_green,Steve Green,steve green,no_headshot_file
steve_harris,Steve Harris,steve harris,no_headshot_file
steve_hayes,Steve Hayes,steve hayes,no_headshot_file
steve_kuberski,Steve Kuberski,steve kuberski,no_headshot_file
steve_malovic,Steve Malovic,steve malovic,no_headshot_file
steve_patterson,Steve Patterson,steve patterson,no_headshot_file
steve_scheffler,Steve Scheffler,steve scheffler,no_headshot_file
steve_sheppard,Steve Sheppard,steve sheppard,no_headshot_file
steven_hunter,Steven Hunter,steven hunter,no_headshot_file
stewart_granger,Stewart Granger,stewart granger,no_headshot_file
stojko_vrankovi,Stojko Vranković,stojko vrankovic,no_headshot_file
stuart_gray,Stuart Gray,stuart gray,no_headshot_file
sylvester_gray,Sylvester Gray,sylvester gray,no_headshot_file
tal_skinner,Tal Skinner,tal skinner,no_headshot_file
tariq_abdul_wahad,Tariq Abdul-Wahad,tariq abdulwahad,no_headshot_file
tate_armstrong,Tate Armstrong,tate armstrong,no_headshot_file
tate_george,Tate George,tate george,no_headshot_file
tellis_frank,Tellis Frank,tellis frank,no_headshot_file
terence_morris,Terence Morris,terence morris,no_headshot_file
terence_stansbury,Terence Stansbury,terence stansbury,no_headshot_file
terrence_rencher,Terrence Rencher,terrence rencher,no_headshot_file
terry_davis,Terry Davis,terry davis,no_headshot_file
terry_dehere,Terry Dehere,terry dehere,no_headshot_file
terry_driscoll,Terry Driscoll,terry driscoll,no_headshot_file
terry_duerod,Terry Duerod,terry duerod,no_headshot_file
terry_furlow,Terry Furlow,terry furlow,no_headshot_file
theron_smith,Theron Smith,theron smith,no_headshot_file
thomas_hamilton,Thomas Hamilton,thomas hamilton,no_headshot_file
ticky_burden,Ticky Burden,ticky burden,no_headshot_file
tierre_brown,Tierre Brown,tierre brown,no_headshot_file
tim_bassett,Tim Bassett,tim bassett,no_headshot_file
tim_breaux,Tim Breaux,tim breaux,no_headshot_file
tim_james,Tim James,tim james,no_headshot_file
tim_kempton,Tim Kempton,tim kempton,no_headshot_file
tim_legler,Tim Legler,tim legler,no_headshot_file
timmy_allen,Timmy Allen,timmy allen,no_headshot_file
tito_horford,Tito Horford,tito horford,no_headshot_file
toby_bailey,Toby Bailey,toby bailey,no_headshot_file
toby_kimball,Toby Kimball,toby kimball,no_headshot_file
toby_knight,Toby Knight,toby knight,no_headshot_file
toby_okani,Toby Okani,toby okani,no_headshot_file
todd_fuller,Todd Fuller,todd fuller,no_headshot_file
todd_lichti,Todd Lichti,todd lichti,no_headshot_file
todd_mundt,Todd Mundt,todd mundt,no_headshot_file
tom_barker,Tom Barker,tom barker,no_headshot_file
tom_black,Tom Black,tom black,no_headshot_file
tom_copa,Tom Copa,tom copa,no_headshot_file
tom_garrick,Tom Garrick,tom garrick,no_headshot_file
tom_ingelsby,Tom Ingelsby,tom ingelsby,no_headshot_file
tom_kozelko,Tom Kozelko,tom kozelko,no_headshot_file
tom_kropp,Tom Kropp,tom kropp,no_headshot_file
tom_lagarde,Tom LaGarde,tom lagarde,no_headshot_file
tom_meschery,Tom Meschery,tom meschery,no_headshot_file
tom_riker,Tom Riker,tom riker,no_headshot_file
tom_scheffler,Tom Scheffler,tom scheffler,no_headshot_file
tom_sluby,Tom Sluby,tom sluby,no_headshot_file
tom_van_arsdale,Tom Van Arsdale,tom van arsdale,no_headshot_file
tommie_green,Tommie Green,tommie green,no_headshot_file
tony_bennett,Tony Bennett,tony bennett,no_headshot_file
tony_campbell,Tony Campbell,tony campbell,no_headshot_file
tony_dumas,Tony Dumas,tony dumas,no_headshot_file
tony_robertson,Tony Robertson,tony robertson,no_headshot_file
tony_white,Tony White,tony white,no_headshot_file
tracy_jackson,Tracy Jackson,tracy jackson,no_headshot_file
tracy_moore,Tracy Moore,tracy moore,no_headshot_file
trajan_langdon,Trajan Langdon,trajan langdon,no_headshot_file
travis_diener,Travis Diener,travis diener,no_headshot_file
travis_grant,Travis Grant,travis grant,no_headshot_file
travis_hansen,Travis Hansen,travis hansen,no_headshot_file
travis_williams,Travis Williams,travis williams,no_headshot_file
trayvon_palmer,Trayvon Palmer,trayvon palmer,no_headshot_file
tremaine_fowlkes,Tremaine Fowlkes,tremaine fowlkes,no_headshot_file
trevon_scott,Trevon Scott,trevon scott,no_headshot_file
trevor_ruffin,Trevor Ruffin,trevor ruffin,no_headshot_file
tyler_burton,Tyler Burton,tyler burton,no_headshot_file
tyus_edney,Tyus Edney,tyus edney,no_headshot_file
uwe_blab,Uwe Blab,uwe blab,no_headshot_file
vic_bartolome,Vic Bartolome,vic bartolome,no_headshot_file
viktor_khryapa,Viktor Khryapa,viktor khryapa,no_headshot_file
vince_taylor,Vince Taylor,vince taylor,no_headshot_file
vincent_yarbrough,Vincent Yarbrough,vincent yarbrough,no_headshot_file
vincenzo_esposito,Vincenzo Esposito,vincenzo esposito,no_headshot_file
vladimir_stepania,Vladimir Stepania,vladimir stepania,no_headshot_file
wali_jones,Wali Jones,wali jones,no_headshot_file
wallace_bryant,Wallace Bryant,wallace bryant,no_headshot_file
wally_anderzunas,Wally Anderzunas,wally anderzunas,no_headshot_file
wally_walker,Wally Walker,wally walker,no_headshot_file
walt_hazzard,Walt Hazzard,walt hazzard,no_headshot_file
walt_wesley,Walt Wesley,walt wesley,no_headshot_file
walter_berry,Walter Berry,walter berry,no_headshot_file
walter_bond,Walter Bond,walter bond,no_headshot_file
walter_herrmann,Walter Herrmann,walter herrmann,no_headshot_file
walter_jordan,Walter Jordan,walter jordan,no_headshot_file
walter_palmer,Walter Palmer,walter palmer,no_headshot_file
wang_zhizhi,Wang Zhizhi,wang zhizhi,no_headshot_file
wardell_jackson,Wardell Jackson,wardell jackson,no_headshot_file
warren_kidd,Warren Kidd,warren kidd,no_headshot_file
wayne_cooper,Wayne Cooper,wayne cooper,no_headshot_file
wayne_radford,Wayne Radford,wayne radford,no_headshot_file
wayne_robinson,Wayne Robinson,wayne robinson,no_headshot_file
wayne_sappleton,Wayne Sappleton,wayne sappleton,no_headshot_file
wayne_simien,Wayne Simien,wayne simien,no_headshot_file
wesley_cox,Wesley Cox,wesley cox,no_headshot_file
wil_jones,Wil Jones,wil jones,no_headshot_file
wilbur_holland,Wilbur Holland,wilbur holland,no_headshot_file
wiley_peck,Wiley Peck,wiley peck,no_headshot_file
will_perdue,Will Perdue,will perdue,no_headshot_file
will_solomon,Will Solomon,will solomon,no_headshot_file
william_avery,William Avery,william avery,no_headshot_file
william_bedford,William Bedford,william bedford,no_headshot_file
willie_burton,Willie Burton,willie burton,no_headshot_file
willie_mccarter,Willie McCarter,willie mccarter,no_headshot_file
willie_norwood,Willie Norwood,willie norwood,no_headshot_file
willie_smith,Willie Smith,willie smith,no_headshot_file
willie_white,Willie White,willie white,no_headshot_file
willie_wise,Willie Wise,willie wise,no_headshot_file
wilson_washington,Wilson Washington,wilson washington,no_headshot_file
winford_boynes,Winford Boynes,winford boynes,no_headshot_file
winston_bennett,Winston Bennett,winston bennett,no_headshot_file
winston_crite,Winston Crite,winston crite,no_headshot_file
yaroslav_korolev,Yaroslav Korolev,yaroslav korolev,no_headshot_file
yinka_dare,Yinka Dare,yinka dare,no_headshot_file
zaid_abdul_aziz,Zaid Abdul-Aziz,zaid abdulaziz,no_headshot_file
zendon_hamilton,Zendon Hamilton,zendon hamilton,no_headshot_file
zoran_planini,Zoran Planinić,zoran planinic,no_headshot_file
